cabinet_proportion,election_year,sq_cabinet,sq_pm,caretaker,cabinet_party,prime_minister,mingov,bicameral,largest_parl,largest_cab,A,B,B_star,C,D,E,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13,latent_var_1 for population_based_party_influence,latent_var_2 for population_based_party_influence,latent_var_1 for party_pivitality,latent_var_2 for party_pivitality,latent_var_3 for party_pivitality
0.58823532,-1.6900017978751973,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8317106248940993,-0.8583697907353948,3.6384312756253285,-0.939053726679528,0.427456070517989
0.0,-1.4168100178837875,0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9499375029648738,-0.07682946390113324,-0.08724510547544378,-1.9636631071334611,1.0398577197812517
0.0,1.1785118920346065,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.3925897717404185,-0.8004414589563518,-0.19591255726148332,-1.2782119282272397,0.4613612212530337
0.5714286,1.4517036720260164,1,1.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.507446281168095,-0.37000758292612207,4.465996154945938,0.6947485363007052,-0.4089962846902627
0.40000001,1.1785118920346065,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.8266819975169346,-0.20562443966658797,2.1187313511001244,0.952435453523563,-0.5783674288924409
0.0,-0.5972346779095578,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.9519119144863203,-1.325829254761182,-0.06668670881543066,-1.9400408280836208,-0.29849108083599396
0.0,-1.6900017978751973,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6718956625097088,-0.5373392546776041,3.627683499822574,-0.9430340375452722,0.4286141372208106
0.0,1.4517036720260164,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2081148113362814,-0.49185450721933066,2.1341129881577054,-1.3612416424748506,0.5577907593714132
0.0,-0.1874470079224429,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.462345627035434,-0.6752728341323618,-0.42030422547024215,-1.3288279914882224,0.45231903155582465
0.42857143,-1.2802141278880825,1,1.0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.6537043636840676,-1.3956082901897624,3.240154876809091,0.49535658782101766,-0.22176551094245375
0.0,-0.05085111792673797,1,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5854594565122327,1.5420870395184982,0.8831704668730024,-0.40648096959935237,2.3904810827928284
0.53333336,-1.1436182378923776,1,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.637066138372989,-0.9029044270291539,3.483525465102403,-0.8993934098704058,0.29459038725197223
0.0,-0.46063878791385277,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0148226392105602,0.2313680145154569,1.389639037037402,-1.81389202213754,0.8686533799763358
0.0,-1.5534059078794924,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.502224916360636,-1.9244930771491837,0.2147583743445358,-0.6846649482237874,-0.9882283206455759
0.0,-0.05085111792673797,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.11527225852696,0.8671680958270863,-0.644698073430215,-1.4520111286677038,0.7673581084099803
0.41666666,0.6321283320517868,1,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6250106319417508,-1.905846698447339,3.3799146335158294,-0.8015159501320905,-0.5216344878824499
0.0,1.1785118920346065,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.6606617169623956,-1.7634169225616996,1.2106195418419219,-1.5733488275672924,-0.2888808312618617
0.0,-0.5972346779095578,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7239661296047953,-0.6583175955262934,3.407065042140051,-0.5504392354826549,-0.028799631708879222
0.0,-1.5534059078794924,0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.5986740689965822,-0.669504513804779,-0.4612936748935975,-2.1360736086922048,0.5699166000855317
0.25,-0.05085111792673797,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.06395970048452607,1.5446366647996137,0.9316989161567772,-0.38850903591494873,2.3852521701055447
0.8888889,0.49553244205608177,0,0.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.074575183204262,-0.4613975375968582,4.794895316301329,0.10500451523768249,0.4980345595018338
0.0,0.6321283320517868,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.2883400372001834,-2.1030212983358623,3.4185955545944893,-0.7871909313289497,-0.5258023350312702
0.0,0.49553244205608177,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5768668681588732,1.2756079994520875,0.07974235824626542,-1.1994945607291807,0.742428063122217
1.0,-0.5972346779095578,0,0.0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.318889925144731,0.8474275119553086,7.93523740960346,1.4772132615703755,0.2827858307599283
0.11764706,-1.2802141278880825,0,0.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.1292388532183228,-0.5615026875204653,0.13235278555069027,-1.3876638520273352,0.4329424536529359
0.0,-0.46063878791385277,1,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.512275273758843,0.028503728731553418,1.3896935776569763,-1.8138718236681355,0.8686475032557345
0.5,0.08574477206896697,1,1.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.831146802988782,-2.2739370172455367,5.333665089693216,-0.14370584428367458,-0.6060288335055102
0.0,-0.7338305679052627,1,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.026241112030586388,-0.2855751762452196,0.9433149048482634,-1.1337414908676882,-0.056434687779674135
0.0,1.0419160020389016,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.2946385615051814,-0.7517963105233939,0.680399696152508,-1.5749244912145626,0.3542700231467847
0.0,-0.7338305679052627,1,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27990671336248374,-0.3105680910149409,0.9433149048482634,-1.1337414908676882,-0.056434687779674135
0.2631579,0.9053201120431966,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.27144149169134923,-0.33144928220086023,0.06459979802251209,-0.7683159305576774,-0.2106333460657159
1.0,-1.4168100178837875,1,1.0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.451772829317155,-0.08182310349453603,7.423975350198835,0.774584979807831,0.3234970106975956
1.0,0.08574477206896697,1,1.0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.622382821294499,0.18321394417392792,9.173401312932706,1.264679440952626,0.06557962810774734
0.0,-1.1436182378923776,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.20903151653385044,-0.7479034524342838,3.483525465102403,-0.8993934098704058,0.29459038725197223
0.0,-1.0070223478966724,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.3523017149034027,-1.9506164878713368,1.2321754046996725,-1.5244244136470873,-0.35430977326762586
0.125,-0.1874470079224429,0,0.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.24792310856175,-0.6799979178997462,-0.42031240983692497,-1.328831022471026,0.4523199134166593
0.0,-0.7338305679052627,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.11525381801223,-0.17310712792097666,-0.3370463498294999,-1.6007259639732616,0.05073427318353027
0.0,-1.5534059078794924,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.5516874034197112,-1.7416291810022826,-1.176095185560261,-1.2216505847287444,-0.8734453707147009
0.0,1.4517036720260164,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1352837009639818,-0.019942736507385046,-0.5130748306379761,-1.1289760772179696,0.04170944962103407
0.0,1.4517036720260164,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.24134241119414118,1.4438511001443175,0.594046494225405,0.15982374341179975,1.5615582944059967
0.5714286,-0.46063878791385277,1,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.180292471784428,-0.9975310564858639,3.400204525372549,-0.618311719760208,0.07264062255627989
0.83333331,-0.5972346779095578,1,1.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.481837136671922,2.489457100344526,4.890774354765834,1.4238177524263478,1.941528340930026
0.54545456,-0.46063878791385277,1,1.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.6897372450270813,-2.3827663610620617,5.485937971674901,0.3245821800061844,-0.8503505510944052
0.63157892,0.08574477206896697,1,1.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.4974501076810154,-1.2026023216624377,3.901148988459363,-0.20274791285914198,-0.8670758789421996
0.0,-0.46063878791385277,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1114554475451195,0.23692593753072233,1.3891752780836895,-1.8140637697471316,0.8687033497386654
0.0,-0.8704264579009676,1,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.4619805323492214,-0.679241004751628,-0.536749499793584,-1.6396514443054715,0.2867227060681643
0.0,-1.1436182378923776,0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.2137481111497288,1.8107033281784757,0.8018679472805821,-0.1484518188031359,2.3642372599717785
0.0,-1.0070223478966724,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2473910920082953,-2.0551101329430193,1.2416955909749425,-1.5208987259540427,-0.3553355679001511
0.0,-0.46063878791385277,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.6521481621688748,-1.8983696557536858,0.6191656428112845,-1.4756830172681097,-0.3963078035213183
0.0,0.49553244205608177,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.101102687076272,1.5201455918239437,3.128451784751579,0.25956708614411633,1.8789732760653222
0.06666667,0.08574477206896697,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5130841798301125,-0.6094896702679495,-1.4767335094850087,0.17480293090056592,-0.3164733224690054
0.0,1.0419160020389016,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.582082047113957,-0.7227854122238171,-1.744149189509795,-0.6235548297484141,-0.6106187268430915
0.0,-1.1436182378923776,1,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.5074052198344774,-0.0940013747740347,-1.330835207898518,-1.2545223295322445,-0.08904066311648166
0.0,-0.5972346779095578,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6352476310824624,-1.231916813057884,1.0551344729409395,1.2401819456784464,-0.7856985688463974
0.06666667,0.08574477206896697,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.0016696800483285,-0.5721545708509335,-1.478787186426744,0.17404237608476655,-0.3162520399517458
0.0,-0.46063878791385277,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.5974063223661346,-0.5285817590152398,-2.145838202558797,-0.0003179064146008494,-0.18959206169439127
0.0,-0.32404289791814783,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2888494799507415,2.689416495562558,0.27273580939236824,3.060988642845643,1.1125825854924298
0.11764706,-1.0070223478966724,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9039125228370689,-0.43547034898178544,-1.4178886160177688,-0.12660669710430256,-0.33352198146248674
0.25,-1.1436182378923776,1,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7721143623713591,1.9818048352622597,0.9013253533336573,-0.11161895205405858,2.3535207812869925
0.0,-0.5972346779095578,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5650549375269147,-0.9926908786077914,-1.833372749617865,-0.33409021073405765,-0.6001894901627223
0.2,-0.46063878791385277,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.49969668477657125,-0.26718274988707685,-1.414112209266007,0.9810354730136046,-1.6820363090712305
0.0,-1.5534059078794924,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.5200631085876024,3.1718470153779337,-2.377985674951944,1.2900737509759594,1.9265534805377684
0.0,-0.8704264579009676,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.319625476371471,3.0593751118445134,-2.4929586458614543,1.9405397128739872,1.267044341787059
0.0,-1.0070223478966724,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.3350394166933426,-0.4142491579666189,-1.6015080626456233,-0.21639541551557884,-0.3242332958126347
0.31578946,0.35893655206037683,0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2975239533003292,-0.3972138206048121,0.2808346819532421,-0.2769543132867139,-0.5995846820556594
0.0,1.0419160020389016,1,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.867596779779816,0.8924638742012043,4.001937555116593,1.380810698593995,0.339984580236397
0.14285715,0.08574477206896697,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6841809531767229,-0.1223916646963996,-1.8369293246018175,1.772971808429535,-2.1269280434794413
0.083333336,1.5882995620217213,1,0.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9850410518995507,-0.9124313593051728,-1.298148431204565,-0.17785198357392992,-1.7799060736736756
0.0,-0.5972346779095578,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5650549375269147,-0.9926908786077914,-1.8323533507363114,-0.33371268848952634,-0.6002993298098535
0.0,-1.5534059078794924,0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5106141363668262,-0.9671079306847986,-0.3296749356914393,-2.0873301749440176,0.5557347561268662
0.0,-1.4168100178837875,0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5337217638467127,-0.23498194314145407,3.261535262957605,1.2531274938923254,-0.9082830909301128
0.0,1.5882995620217213,0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.6423279524991656,-0.8502623338259484,-2.009206658305553,-0.6653258769717127,-1.748406922081712
0.72000003,1.4517036720260164,1,1.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.188076956272418,-0.6011779342557023,6.060682092332274,0.5333367721732223,-0.7732598799238771
0.0,0.49553244205608177,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.6173953208378586,-0.13736366410120415,-0.7760048888371451,-2.019197021925868,0.9947815707614267
0.15384616,-1.5534059078794924,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3785293334047966,0.8024812240710772,-1.3136595259657646,1.4604691368845177,-1.0615558469978728
0.0,-0.46063878791385277,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.6515824135832045,-0.5244577327782028,-2.154949480851113,-0.0036921599023254648,-0.18861032666343083
0.0,-1.2802141278880825,1,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.18986583942023616,-1.1422070867536458,1.8718807736602143,-0.10209049577634881,-0.11122788939534789
0.0,-1.2802141278880825,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.633814397705645,-0.9852150670179354,-1.373364388922262,-1.5306952890647985,0.14676727952669016
0.0,-1.2802141278880825,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5650549375269147,-0.9926908786077914,-1.2410280506755864,-1.4592254090832344,0.14262695799275318
0.0,1.0419160020389016,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5133225970709914,-0.7302612214897881,-1.6392926017955787,-0.5570261522663551,-0.616100065789812
0.0,0.08574477206896697,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.651753726554109,-0.5283085831477302,-2.0345645898103197,-0.07433370160032242,-0.27743844146871366
0.0,1.3151077820303114,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.460661996569186,2.2233319446832907,-0.983170357941379,-0.5840463901631298,2.408490701512729
0.0,1.1785118920346065,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5241162210940864,-1.079386806722719,-0.07199727135581958,-1.2323213767332508,0.4480094199862826
0.0,-0.5972346779095578,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.079022020755968,-0.502053905067301,-1.1720893901321485,-2.137906100965279,0.36296487009079453
0.0,1.5882995620217213,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9979521792431545,-1.322402829986983,-1.121167212259265,-0.19337446003536288,-1.1042968597090987
0.0,1.0419160020389016,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.20689294900727764,-0.8723016203696716,-0.27522098136546763,0.3632617052878349,-0.6742797115201709
0.0,-1.5534059078794924,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.6840797532809493,0.8718851607280871,-2.4034406503720938,0.5666747710936856,-1.0299493511925175
0.0,-0.1874470079224429,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.7369145902399794,-0.985515251800731,-0.3481311833986388,-1.302099564244903,0.44454242750319367
0.0,-1.5534059078794924,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.601090787728324,0.7978246309988072,-1.0107366633033152,1.6880473414191572,-1.074201190856549
0.0,0.35893655206037683,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2823272236925598,-0.38928679320418536,0.2859311198240723,-0.2750669081708891,-0.6001338203247788
0.0,1.1785118920346065,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6981114105843388,-0.16610396095551402,1.5595157203023289,0.7367119784134012,-0.53849540876087
0.33333334,-1.5534059078794924,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7101442840728809,-0.8856725623276456,1.854019201404426,1.0851418578584076,-0.49500981784501447
0.0,1.4517036720260164,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0934042082323034,-1.9549521559909395,-0.08962199148705557,-1.8673702913213763,-0.40667041210223764
0.0,0.6321283320517868,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5133225970709914,-0.7302612214897881,-1.5477691383802281,-0.9503614787406561,-0.27027134783048223
0.25806451,-1.5534059078794924,1,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4008108215466135,3.3946155941681733,0.44335940251889416,4.5405045435209335,1.9441780407115443
0.0,-1.4168100178837875,1,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.5159187746279976,0.0409513584179523,-1.6041336567116817,-0.7385131552622052,-0.5005662656170551
0.0,-1.4168100178837875,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7983563327931473,-0.023974115706839244,-0.8428188487272372,-0.4188611619343965,-0.558282661161809
0.33333334,1.7248954520174262,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.163985950304109,-1.0218228721152156,0.22077099098109798,-1.3985452709132136,0.2552260300499361
